"","business_id","Indian","Juice Bars & Smoothies","Noodles","Salad","Seafood","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes.RestaurantsPriceRange2","attributes.WheelchairAccessible","attributes.RestaurantsGoodForGroups","attributes.OutdoorSeating","attributes.GoodForKids","African","American","Arabian","Asian","Bar","Breakfast","British","Central_America","Coffee_Shop","Dessert","Dietary_Restriction","European","Lunch","Mediterranean","Pacific","Pub","Russian","South_American","name","Parking"
"11","-A9sm-E6uQxWTJ_MuyOzFw",0,0,0,0,0,"3160 E Camelback Rd","Phoenix","AZ","85016",33.5100591,-112.0142073,3,105,0,2,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zen 32",TRUE
"12","-ayZoW_iNDsunYXX_0x1YQ",0,0,0,0,0,"2922 E McDowell Rd","Phoenix","AZ","85008",33.466402,-112.018421,3.5,15,1,2,TRUE,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Standard Restaurant Supply",TRUE
"13","-Bdw-5H5C4AYSMGnAvmnzw",0,0,0,0,0,"2245 N 12th St","Phoenix","AZ","85006",33.4728423,-112.0560979,4.5,505,1,2,TRUE,TRUE,FALSE,FALSE,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Tuck Shop",TRUE
"14","-bMZCfTK7fxFaURynKpBMA",0,0,0,0,1,"1605 E Garfield St","Phoenix","AZ","85006",33.4575086,-112.047312,4.5,400,1,2,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mariscos Playa Hermosa",TRUE
"15","-Bo1rsE6Mfn0wdqnIj3GSA",0,0,0,0,0,"15645 N 35th Ave","Phoenix","AZ","85053",33.6284285,-112.1311681,4.5,3,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Taquizas Kabronis",NA
"16","-BxWyEIQ6wypT-37MzZizQ",0,0,0,0,0,"128 E Roosevelt St","Phoenix","AZ","85004",33.4588267,-112.0715434,4,353,1,2,TRUE,TRUE,FALSE,FALSE,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,"Carly's Bistro",TRUE
"17","-d1xHUrLRbfJNqd5A_uP6A",0,0,0,0,0,"50 E Camelback Rd","Phoenix","AZ","85012",33.5096052184,-112.07196136,3,70,0,1,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"The Good Egg - Uptown",TRUE
"18","-dgUbX_lFqklJuf29A7piQ",0,0,0,0,0,"125 E Adams St","Phoenix","AZ","85004",33.4493093,-112.07194,3,58,0,2,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Matador Restaurant",TRUE
"19","-DrDzpZaMrNnH55ZVyTXRQ",0,0,0,0,0,"2502 E Camelback Rd","Phoenix","AZ","85016",33.5102068,-112.0272041,3.5,94,0,2,NA,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Black Chile Mexican Grill",TRUE
"20","-Du1WSRseqUXbCt_K-D-ww",0,0,0,0,0,"4801 E Washington St, Ste 1","Phoenix","AZ","85034",33.446572,-111.977677,3.5,27,1,1,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Cousins Subs",TRUE
"21","-e_UQJVTzIPweX4TcPUYVw",0,0,0,0,0,"3154 E Camelback Rd","Phoenix","AZ","85016",33.5112826364,-112.013695726,4.5,173,0,2,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mexx32",TRUE
"22","-exE739XC1NqZTJKjs83bg",0,0,0,0,0,"1973 E Maryland Ave","Phoenix","AZ","85016",33.5308076,-112.0397911,3.5,12,1,NA,NA,NA,NA,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"The Original Phoenix Greek Festival",NA
"23","-FveSBaantlFExq__ESLcw",0,0,0,0,0,"4804 E Chandler Blvd, Ste 108","Phoenix","AZ","85048",33.305766,-111.979651,4,4,0,NA,TRUE,TRUE,NA,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Grill Wrap Cafe",FALSE
"24","-FWhwGTP9YsV_5ONgdQ4hg",0,0,0,0,0,"","Phoenix","AZ","85004",33.4528292,-112.0685027,5,3,1,NA,TRUE,TRUE,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ed's",NA
"25","-H1-IzxW6CXmjhmF5F6iMA",0,0,0,0,0,"3961 E Chandler Blvd, Ste 100","Phoenix","AZ","85048",33.3036581382,-111.998465136,3.5,23,1,1,NA,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Green Tea Chinese Restaurant",FALSE
"26","-HfeXGN4O83x8P4rZc-_kQ",0,0,0,0,0,"5127 W Indian School Rd","Phoenix","AZ","85031",33.4935537,-112.1694714,1,3,1,1,NA,TRUE,NA,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Subway",NA
"27","-hn7E7b3VwRjwhNEDgmGIQ",0,0,0,0,0,"4306 N 7th Ave","Phoenix","AZ","85013",33.4987692,-112.0834514,3,55,0,1,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Two Hippies Breakfast Joint",TRUE
"28","-HO8ejDGgvj_Guw3R6lH1g",0,0,0,0,0,"4024 N 67th Ave","Phoenix","AZ","85033",33.4935729,-112.204681,3.5,10,1,1,NA,TRUE,FALSE,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Peter Piper Pizza",FALSE
"29","-hq09PjRpGcx4XXhrqh5xw",0,0,0,0,0,"16816 N 35th Ave","Phoenix","AZ","85053",33.639157,-112.136667,3.5,215,1,2,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Touch Of Thai",TRUE
"30","-Ht7HiGBox8lS1Y8IPjO8g",0,0,0,0,0,"2603 N Central Ave","Phoenix","AZ","85004",33.477031,-112.073616,4,711,1,2,TRUE,TRUE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Switch Restaurant & Wine Bar",TRUE
"31","-i_WVm2yfuY0lS0zpEl9ZA",0,0,0,0,0,"20 W Adams St","Phoenix","AZ","85003",33.4493145,-112.0740474,3.5,103,0,2,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thai Elephant",TRUE
"32","-ITj6Pu8Gdw8MmLf0XBEKQ",0,0,0,0,0,"20910 N Tatum Blvd, Ste 150","Phoenix","AZ","85050",33.6752320021,-111.979702925,4,319,1,2,NA,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sushi Station",TRUE
"33","-Iu6EwsbZQZY8HTBN853Iw",0,0,0,0,0,"6805 N 19th Ave","Phoenix","AZ","85015",33.5368504,-112.099065,3.5,11,1,1,NA,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Subway",FALSE
"34","-J-d5x84RuyLNiUzOhO_6A",0,0,0,0,0,"4140 E Thomas Rd","Phoenix","AZ","85018",33.480592,-111.992013,2.5,24,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dairy Queen",TRUE
"35","-jghjupgk9DVw5M-dCr3mw",0,0,0,0,0,"3329 E Bell Rd","Phoenix","AZ","85032",33.6399009,-112.0100999,3.5,16,1,1,NA,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ramiros Mexican Food",FALSE
"36","-jKBFjNTbiafSdunQy6dlQ",0,0,0,0,0,"1501 W Bethany Home Rd","Phoenix","AZ","85015",33.524008,-112.091192,2.5,97,1,2,NA,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mandarin Super Buffet",TRUE
"37","-jKhfsXol4FxbRjK8aUsLA",0,0,0,0,0,"1615 W Camelback Rd, Ste 108","Phoenix","AZ","85015",33.5081735,-112.0947772,3,10,1,1,NA,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Little Caesars Pizza",FALSE
"38","-JwSuDqyFILFJmVpjrVbwA",0,0,0,0,0,"288 E Greenway Pkwy, Ste 103","Phoenix","AZ","85022",33.6370139392,-112.070148099,3.5,225,1,2,TRUE,TRUE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Half Moon Sports Grill",TRUE
"39","-K3kqmykKlhlB4arCsLHOw",1,0,0,0,0,"3607 E Bell Rd, Ste 6","Phoenix","AZ","85032",33.640223,-112.004267,3,104,1,2,NA,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Bawarchi Indian Cuisine",TRUE
"40","-kHQWsdlHfASvHCj59dzGA",0,0,0,0,0,"1802 W Union Hills Dr","Phoenix","AZ","85027",33.6547926,-112.0978659,2,25,1,1,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Del Taco",TRUE
"41","-KIdCJnkt5N8rnnmWR5MQg",0,0,0,0,0,"1640 E Camelback Rd, Ste 140","Phoenix","AZ","85016",33.5101533805,-112.046573623,3.5,184,1,1,TRUE,TRUE,TRUE,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Corleone's",TRUE
"42","-kIscN8I29eXMPkvyyxmRQ",0,0,0,0,0,"100 E Camelback Rd","Phoenix","AZ","85012",33.5095892938,-112.071848045,4.5,571,1,1,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"Zookz Sandwiches",TRUE
"43","-lrxtiCaTdCJ9h7uMndsUQ",0,0,0,0,0,"8510 N 7th St","Phoenix","AZ","85020",33.5609161,-112.0654251,2.5,24,0,2,TRUE,FALSE,TRUE,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Stacy's Pit Stop BBQ",TRUE
"44","-LVpf-mKjrWT51JgCY3gRQ",0,0,0,1,0,"12847 N Tatum Blvd","Phoenix","AZ","85032",33.602801436,-111.978133833,4,104,1,1,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"McAlister's Deli",TRUE
"45","-Ma5JqzuI_3xIAtpNJfQ2g",0,0,0,0,0,"3361 W Greenway Rd","Phoenix","AZ","85053",33.6248167,-112.1310047,4,149,1,2,NA,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Krachai Thai Kitchen",TRUE
"46","-mjUxlW8Lyyq0t3GWvD3EA",0,0,0,0,0,"223 N 7th Ave","Phoenix","AZ","85007",33.451101,-112.082017,2.5,22,1,1,NA,TRUE,FALSE,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"McDonald's",TRUE
"47","-o0xWAEO-C2oqlyt9TO8qg",0,0,0,0,1,"2575 E Camelback Rd, Ste 175","Phoenix","AZ","85016",33.508229,-112.0265212,4,41,0,3,TRUE,TRUE,TRUE,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"McCormick & Schmicks Seafood Restaurant",TRUE
"48","-oOKqZbYDt08zaWWyLZNIw",0,0,0,0,0,"9140 W Thomas Rd, Ste B103","Phoenix","AZ","85037",33.4801071,-112.2574946,4,81,1,1,NA,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yan's",TRUE
"49","-ot4Xd6GxSUOqwUj7okZuA",0,0,0,0,0,"13849 N 19th Ave","Phoenix","AZ","85023",33.612328,-112.0992761,5,58,1,1,TRUE,FALSE,FALSE,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lucky's Burgers & Shakes",FALSE
"50","-OuTv9a9_MabQjyiZx2Stw",0,0,0,0,0,"4701-5049 W Roosevelt St","Phoenix","AZ","85043",33.4597930817,-112.168393135,2.5,9,1,1,NA,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Filiberto's Mexican Food",NA
"51","-ouvCdkuZJgHixwyAhB8Nw",0,0,0,0,1,"3920 S Central Ave","Phoenix","AZ","85040",33.4108083,-112.0736201,3,29,1,1,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Pete's Fish & Chips",TRUE
"52","-PJgh1XoQBMnnSgg6MhmMA",0,0,0,0,0,"1920 W Thunderbird Rd","Phoenix","AZ","85023",33.6115391,-112.1007962,3.5,33,1,1,NA,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hong Kong Chinese Cuisine",TRUE
"53","-qbYIpY84C9xBWc9g5rl5g",0,0,0,0,0,"2801 No Black Cyn","Phoenix","AZ","85009",33.4797521363,-112.112199515,2,38,1,1,NA,TRUE,FALSE,TRUE,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Denny's",TRUE
"54","-QIQLK8RR6rl7v19cAQQHg",0,0,0,0,0,"4929 E. Chandler Blvd","Phoenix","AZ","85048",33.3042644,-111.9776786,3.5,148,1,1,TRUE,TRUE,TRUE,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Capriotti's Sandwich Shop",TRUE
"55","-raUM9T-1dKPiB5_vRmFYA",0,0,0,0,0,"1602 E Indian School Rd","Phoenix","AZ","85016",33.4949943,-112.0473119,3.5,177,1,1,TRUE,FALSE,FALSE,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"Luke's of Chicago's",TRUE
"56","-rCIoxp7pqN3xY7E3-v56Q",0,0,0,0,0,"4649 E Chandler Blvd","Phoenix","AZ","85048",33.3047984,-111.9815537,3,207,1,2,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Arriba Mexican Grill",TRUE
"57","-rhH9sL3XGFpoJXcxUpEWA",0,0,0,0,0,"2502 E Camelback Rd, Ste 127","Phoenix","AZ","85016",33.510325972,-112.028139765,4,667,1,2,TRUE,TRUE,TRUE,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zinburger",TRUE
"58","-RYIKWBSTaJ21B2UMyzI-Q",0,0,0,0,0,"14205 S 50th St","Phoenix","AZ","85044",33.317959,-111.975646,3,244,1,2,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"Mellow Mushroom",TRUE
"59","-TVXOYL6kvKP1uW6ND9PIg",0,0,0,0,0,"1840 S 19th Ave","Phoenix","AZ","85009",33.4297401152,-112.100313306,3.5,20,1,1,TRUE,TRUE,FALSE,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Whataburger",TRUE
"60","-TWZ4-AM76pUxPIt47mInw",0,0,0,0,0,"20910 N Tatum Blvd","Phoenix","AZ","85050",33.6756727,-111.9791944,3,14,0,2,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ketzal Mexican Grill",TRUE
"61","-u0rjFgBL33tgSl-zTn85g",0,0,0,0,0,"","Phoenix","AZ","85013",33.5080943,-112.0863874,5,5,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chi Chi's Tacos",NA
"62","-uYAkAplo7a4WM7c6lDrWQ",0,0,0,0,0,"602 W Union Hills Dr, Ste 1","Phoenix","AZ","85027",33.655105,-112.081705,3,58,1,2,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Rosati's Pizza",TRUE
"63","-voRkfS42YKYsrJ9DV0FxQ",0,0,0,0,0,"2434 E Baseline Rd, Ste 101","Phoenix","AZ","85042",33.3785008,-112.0286997,2.5,22,1,1,NA,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Panda Express",FALSE
"64","-wcyWzSRk0KtYNzrMrLXHQ",0,0,0,0,0,"16816 N Cave Creek Rd","Phoenix","AZ","85032",33.6391653,-112.0308658,3.5,25,1,2,NA,TRUE,FALSE,TRUE,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Arizona Frybread",NA
"65","-weah7G6XZrdmE_0scCyig",0,0,0,0,0,"3222 E Indian School Rd","Phoenix","AZ","85018",33.495636,-112.0118971,3.5,21,0,1,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chuy's Mesquite Broiler",TRUE
"66","-WjQWbAIGyJE4vYJYUZjSQ",0,0,0,0,0,"5815 S 16th St","Phoenix","AZ","85042",33.3932914734,-112.047294617,2,5,1,1,NA,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Little Jamaica",TRUE
"67","-X9QS8l7u5R3CswmfZtn-Q",0,0,0,0,0,"4568 E Cactus Rd","Phoenix","AZ","85032",33.601554,-111.9837624,4.5,43,0,1,NA,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Valley Vietnamese food",TRUE
"68","-Y9woV5m-KaTzu9VpirYyg",0,0,0,0,0,"1301 NW Grand Ave","Phoenix","AZ","85007",33.457118,-112.0898162,3.5,46,0,1,TRUE,TRUE,TRUE,TRUE,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"Sapna Café",TRUE
"69","-YGePLsJ2pYccR3oaeCSAw",0,0,0,0,0,"2577 W Greenway Rd","Phoenix","AZ","85023",33.6242346,-112.1141805,2.5,32,0,2,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lafitte's",TRUE
"70","-yQHIYKXH3HAdhh1W52OMQ",0,0,0,0,0,"110 E Roosevelt St","Phoenix","AZ","85004",33.4587824485,-112.072266116,4,389,1,1,TRUE,TRUE,TRUE,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Short Leash Hotdogs & Rollover Doughnuts",TRUE
"71","-YR7K3rw6VAQ1-MjslvsoQ",0,0,0,0,0,"13637 N Tatum Blvd","Phoenix","AZ","85032",33.6108205645,-111.977496973,3,144,1,2,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eastwind Sushi & Grill",TRUE
"72","-YVwkl4DBH1gnxxsJtxELg",0,0,0,0,0,"5020 N 35th Ave","Phoenix","AZ","85017",33.5103299,-112.1346598,3,7,1,1,NA,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Subway",FALSE
"73","-ZBfr1BHvArFp1d6XH8jOQ",0,0,0,1,0,"12038 N 35th Ave","Phoenix","AZ","85029",33.5958365,-112.134591,4.5,633,1,1,TRUE,TRUE,FALSE,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Rocket Burger & Subs",TRUE
"74","-zhywnaBiGRNcr6kbDagBQ",0,0,0,0,0,"6710 W Indian School Rd","Phoenix","AZ","85033",33.4948163,-112.2044859,4.5,22,1,1,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Taqueria Don Pancho",FALSE
"75","-zRDLAmg2h9uKpNY0OYdVQ",0,0,0,0,0,"18631 N 19th Ave, Ste 100","Phoenix","AZ","85027",33.65596,-112.098494,3,22,0,1,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Burrito Bandito",TRUE
"76","__aKnGBedQ51_hEc3D9ARw",0,1,0,0,0,"2502 E Camelback Rd, Ste 119","Phoenix","AZ","85016",33.5102700183,-112.028936632,3,75,0,1,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"Paradise Bakery & Cafe",TRUE
"77","_4bbY5joxS7ZM-027Gf6Jw",0,0,0,0,0,"3941 E Chandler Blvd, Ste 107","Phoenix","AZ","85048",33.3051079,-111.9994,4.5,7,0,2,NA,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mikado Sushi",FALSE
"78","_4n7K_UdRSEMw4vJdsU9jQ",0,0,0,0,0,"3414 W Union Hills Dr, Ste 5","Phoenix","AZ","85027",33.6556205,-112.1327944,3.5,38,1,1,NA,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Ray's Pizza",TRUE
"79","_6mvQX9x66oz046eS5ii8w",0,0,0,0,0,"1516 E Thomas Rd","Phoenix","AZ","85014",33.4804917,-112.0490225,4,167,1,1,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Juan's Authentic Mexican Food",TRUE
"80","_70P6YlJVWHQq__6NpIWkA",0,0,0,0,0,"2325 N 7th St","Phoenix","AZ","85006",33.474169,-112.064757,4,14,0,1,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Perc Up Coffee Cafe",TRUE
"81","_7hhpjQHxjPi0gNzzMmO6g",0,0,0,0,0,"5819 S Central Ave","Phoenix","AZ","85040",33.3936908,-112.0732157,2.5,6,1,1,NA,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Sun Star Super Buffet",FALSE
"82","_7u6Cdgoo65xqUNOuRX4Ew",0,1,0,0,0,"4340 Indian School Rd, Ste 19","Phoenix","AZ","85018",33.4954244,-111.9881673,4,64,1,1,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Nekter Juice Bar",FALSE
"83","_8c3Ky90nE50rN4Mb_Sxtw",0,0,0,0,0,"120 E Taylor St, Ste 150","Phoenix","AZ","85004",33.453806,-112.0719128,3.5,56,1,1,TRUE,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hsin Cafe",TRUE
"84","_8HzIslOdrED7JQF2DU2fg",0,0,0,0,0,"8930 N 7th St","Phoenix","AZ","85020",33.5671471,-112.065592,3,13,1,1,NA,TRUE,NA,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Subway",FALSE
"85","_aYYRuwTXItHvrc19cNqZg",0,0,0,0,0,"4809 N 75th Ave","Phoenix","AZ","85303",33.5079727173,-112.220191956,1.5,13,1,1,NA,TRUE,TRUE,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dairy Queen",NA
"86","_B3jnaQVtDXqydea1y92fQ",0,0,0,0,0,"10051 N Metro Pkwy E","Phoenix","AZ","85051",33.578692,-112.1182099,4,186,1,2,TRUE,TRUE,FALSE,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Texas Roadhouse",TRUE
"87","_BCwZIK6GYht9cM-HGLduQ",0,0,0,0,0,"722 W Hatcher Rd","Phoenix","AZ","85021",33.571532,-112.08354,4.5,19,0,1,NA,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Las Jicaras Mexican Grill",FALSE
